date,jour_semaine,is_weekend,heure,pluie,station,quartier,trajets
2026-06-09,Tuesday,False,23,False,Belleville 2,Est,14
2026-06-09,Tuesday,False,23,False,Place d'Italie 2,Sud,13
2026-06-09,Tuesday,False,23,False,Père Lachaise 2,Est,11
2026-06-09,Tuesday,False,23,False,Nation 2,Est,15
2026-06-09,Tuesday,False,23,False,Barbès 2,Nord,12
2026-06-09,Tuesday,False,23,False,République 2,Centre,13
2026-06-09,Tuesday,False,23,False,Châtelet 2,Centre,10
2026-06-09,Tuesday,False,23,False,Trocadéro 2,Ouest,18
2026-06-09,Tuesday,False,23,False,Opéra 2,Nord,9
2026-06-09,Tuesday,False,23,False,Gare de Lyon 2,Est,13
2026-06-09,Tuesday,False,23,False,Montmartre 2,Nord,8
2026-06-09,Tuesday,False,23,False,Denfert-Rochereau 2,Sud,10
2026-06-09,Tuesday,False,23,False,Boulogne 2,Ouest,14
2026-06-10,Wednesday,False,0,False,Invalides,Ouest,7
2026-06-10,Wednesday,False,0,False,La Villette,Nord,9
2026-06-10,Wednesday,False,0,False,Ménilmontant,Est,10
2026-06-10,Wednesday,False,0,False,Auteuil,Ouest,6
2026-06-10,Wednesday,False,0,False,Belleville,Est,13
2026-06-10,Wednesday,False,0,False,Place d'Italie,Sud,10
2026-06-10,Wednesday,False,0,False,Père Lachaise,Est,13
2026-06-10,Wednesday,False,0,False,Nation,Est,13
2026-06-10,Wednesday,False,0,False,Barbès,Nord,9
2026-06-10,Wednesday,False,0,False,République,Centre,13
2026-06-10,Wednesday,False,0,False,Châtelet,Centre,8
2026-06-10,Wednesday,False,0,False,Trocadéro,Ouest,16
2026-06-10,Wednesday,False,0,False,Opéra,Nord,11
2026-06-10,Wednesday,False,0,False,Gare de Lyon,Est,8
2026-06-10,Wednesday,False,0,False,Montmartre,Nord,11
2026-06-10,Wednesday,False,0,False,Denfert-Rochereau,Sud,15
2026-06-10,Wednesday,False,0,False,Boulogne,Ouest,8
2026-06-10,Wednesday,False,0,False,Louvre,Centre,16
2026-06-10,Wednesday,False,0,False,Bastille,Centre,7
2026-06-10,Wednesday,False,0,False,La Défense,Ouest,8
2026-06-10,Wednesday,False,0,False,Hôtel de Ville,Centre,7
2026-06-10,Wednesday,False,0,False,Montparnasse,Sud,10
2026-06-10,Wednesday,False,0,False,Gare du Nord,Nord,9
2026-06-10,Wednesday,False,0,False,Invalides 2,Ouest,13
2026-06-10,Wednesday,False,0,False,La Villette 2,Nord,9
2026-06-10,Wednesday,False,0,False,Ménilmontant 2,Est,7
2026-06-10,Wednesday,False,0,False,Auteuil 2,Ouest,6
2026-06-10,Wednesday,False,0,False,Belleville 2,Est,11
2026-06-10,Wednesday,False,0,False,Place d'Italie 2,Sud,7
2026-06-10,Wednesday,False,0,False,Père Lachaise 2,Est,9
2026-06-10,Wednesday,False,0,False,Nation 2,Est,10
2026-06-10,Wednesday,False,0,False,Barbès 2,Nord,12
2026-06-10,Wednesday,False,0,False,République 2,Centre,12
2026-06-10,Wednesday,False,0,False,Châtelet 2,Centre,8
2026-06-10,Wednesday,False,0,False,Trocadéro 2,Ouest,6
2026-06-10,Wednesday,False,0,False,Opéra 2,Nord,9
2026-06-10,Wednesday,False,0,False,Gare de Lyon 2,Est,14
2026-06-10,Wednesday,False,0,False,Montmartre 2,Nord,12
2026-06-10,Wednesday,False,0,False,Denfert-Rochereau 2,Sud,12
2026-06-10,Wednesday,False,0,False,Boulogne 2,Ouest,12
2026-06-10,Wednesday,False,1,False,Invalides,Ouest,11
2026-06-10,Wednesday,False,1,False,La Villette,Nord,16
2026-06-10,Wednesday,False,1,False,Ménilmontant,Est,7
2026-06-10,Wednesday,False,1,False,Auteuil,Ouest,14
2026-06-10,Wednesday,False,1,False,Belleville,Est,10
2026-06-10,Wednesday,False,1,False,Place d'Italie,Sud,8
2026-06-10,Wednesday,False,1,False,Père Lachaise,Est,9
2026-06-10,Wednesday,False,1,False,Nation,Est,10
2026-06-10,Wednesday,False,1,False,Barbès,Nord,6
2026-06-10,Wednesday,False,1,False,République,Centre,8
2026-06-10,Wednesday,False,1,False,Châtelet,Centre,6
2026-06-10,Wednesday,False,1,False,Trocadéro,Ouest,10
2026-06-10,Wednesday,False,1,False,Opéra,Nord,9
2026-06-10,Wednesday,False,1,False,Gare de Lyon,Est,10
2026-06-10,Wednesday,False,1,False,Montmartre,Nord,6
2026-06-10,Wednesday,False,1,False,Denfert-Rochereau,Sud,9
2026-06-10,Wednesday,False,1,False,Boulogne,Ouest,8
2026-06-10,Wednesday,False,1,False,Louvre,Centre,9
2026-06-10,Wednesday,False,1,False,Bastille,Centre,12
2026-06-10,Wednesday,False,1,False,La Défense,Ouest,9
2026-06-10,Wednesday,False,1,False,Hôtel de Ville,Centre,10
2026-06-10,Wednesday,False,1,False,Montparnasse,Sud,11
2026-06-10,Wednesday,False,1,False,Gare du Nord,Nord,11
2026-06-10,Wednesday,False,1,False,Invalides 2,Ouest,13
2026-06-10,Wednesday,False,1,False,La Villette 2,Nord,9
2026-06-10,Wednesday,False,1,False,Ménilmontant 2,Est,12
2026-06-10,Wednesday,False,1,False,Auteuil 2,Ouest,9
2026-06-10,Wednesday,False,1,False,Belleville 2,Est,6
2026-06-10,Wednesday,False,1,False,Place d'Italie 2,Sud,16
2026-06-10,Wednesday,False,1,False,Père Lachaise 2,Est,11
2026-06-10,Wednesday,False,1,False,Nation 2,Est,9
2026-06-10,Wednesday,False,1,False,Barbès 2,Nord,11
2026-06-10,Wednesday,False,1,False,République 2,Centre,14
2026-06-10,Wednesday,False,1,False,Châtelet 2,Centre,7
2026-06-10,Wednesday,False,1,False,Trocadéro 2,Ouest,12
2026-06-10,Wednesday,False,1,False,Opéra 2,Nord,12
2026-06-10,Wednesday,False,1,False,Gare de Lyon 2,Est,12
2026-06-10,Wednesday,False,1,False,Montmartre 2,Nord,12
2026-06-10,Wednesday,False,1,False,Denfert-Rochereau 2,Sud,14
2026-06-10,Wednesday,False,1,False,Boulogne 2,Ouest,10
2026-06-10,Wednesday,False,2,False,Invalides,Ouest,9
2026-06-10,Wednesday,False,2,False,La Villette,Nord,9
2026-06-10,Wednesday,False,2,False,Ménilmontant,Est,11
2026-06-10,Wednesday,False,2,False,Auteuil,Ouest,12
2026-06-10,Wednesday,False,2,False,Belleville,Est,7
2026-06-10,Wednesday,False,2,False,Place d'Italie,Sud,7
2026-06-10,Wednesday,False,2,False,Père Lachaise,Est,17
2026-06-10,Wednesday,False,2,False,Nation,Est,8
2026-06-10,Wednesday,False,2,False,Barbès,Nord,13
2026-06-10,Wednesday,False,2,False,République,Centre,9
2026-06-10,Wednesday,False,2,False,Châtelet,Centre,6
2026-06-10,Wednesday,False,2,False,Trocadéro,Ouest,10
2026-06-10,Wednesday,False,2,False,Opéra,Nord,8
2026-06-10,Wednesday,False,2,False,Gare de Lyon,Est,7
2026-06-10,Wednesday,False,2,False,Montmartre,Nord,10
2026-06-10,Wednesday,False,2,False,Denfert-Rochereau,Sud,15
2026-06-10,Wednesday,False,2,False,Boulogne,Ouest,11
2026-06-10,Wednesday,False,2,False,Louvre,Centre,8
2026-06-10,Wednesday,False,2,False,Bastille,Centre,14
2026-06-10,Wednesday,False,2,False,La Défense,Ouest,9
2026-06-10,Wednesday,False,2,False,Hôtel de Ville,Centre,9
2026-06-10,Wednesday,False,2,False,Montparnasse,Sud,8
2026-06-10,Wednesday,False,2,False,Gare du Nord,Nord,11
2026-06-10,Wednesday,False,2,False,Invalides 2,Ouest,14
2026-06-10,Wednesday,False,2,False,La Villette 2,Nord,6
2026-06-10,Wednesday,False,2,False,Ménilmontant 2,Est,8
2026-06-10,Wednesday,False,2,False,Auteuil 2,Ouest,9
2026-06-10,Wednesday,False,2,False,Belleville 2,Est,15
2026-06-10,Wednesday,False,2,False,Place d'Italie 2,Sud,13
2026-06-10,Wednesday,False,2,False,Père Lachaise 2,Est,13
2026-06-10,Wednesday,False,2,False,Nation 2,Est,10
2026-06-10,Wednesday,False,2,False,Barbès 2,Nord,6
2026-06-10,Wednesday,False,2,False,République 2,Centre,8
2026-06-10,Wednesday,False,2,False,Châtelet 2,Centre,7
2026-06-10,Wednesday,False,2,False,Trocadéro 2,Ouest,12
2026-06-10,Wednesday,False,2,False,Opéra 2,Nord,9
2026-06-10,Wednesday,False,2,False,Gare de Lyon 2,Est,15
2026-06-10,Wednesday,False,2,False,Montmartre 2,Nord,11
2026-06-10,Wednesday,False,2,False,Denfert-Rochereau 2,Sud,8
2026-06-10,Wednesday,False,2,False,Boulogne 2,Ouest,11
2026-06-10,Wednesday,False,3,False,Invalides,Ouest,12
2026-06-10,Wednesday,False,3,False,La Villette,Nord,6
2026-06-10,Wednesday,False,3,False,Ménilmontant,Est,11
2026-06-10,Wednesday,False,3,False,Auteuil,Ouest,7
2026-06-10,Wednesday,False,3,False,Belleville,Est,8
2026-06-10,Wednesday,False,3,False,Place d'Italie,Sud,8
2026-06-10,Wednesday,False,3,False,Père Lachaise,Est,13
2026-06-10,Wednesday,False,3,False,Nation,Est,11
2026-06-10,Wednesday,False,3,False,Barbès,Nord,14
2026-06-10,Wednesday,False,3,False,République,Centre,15
2026-06-10,Wednesday,False,3,False,Châtelet,Centre,8
2026-06-10,Wednesday,False,3,False,Trocadéro,Ouest,14
2026-06-10,Wednesday,False,3,False,Opéra,Nord,11
2026-06-10,Wednesday,False,3,False,Gare de Lyon,Est,11
2026-06-10,Wednesday,False,3,False,Montmartre,Nord,7
2026-06-10,Wednesday,False,3,False,Denfert-Rochereau,Sud,10
2026-06-10,Wednesday,False,3,False,Boulogne,Ouest,11
2026-06-10,Wednesday,False,3,False,Louvre,Centre,10
2026-06-10,Wednesday,False,3,False,Bastille,Centre,12
2026-06-10,Wednesday,False,3,False,La Défense,Ouest,7
2026-06-10,Wednesday,False,3,False,Hôtel de Ville,Centre,12
2026-06-10,Wednesday,False,3,False,Montparnasse,Sud,6
2026-06-10,Wednesday,False,3,False,Gare du Nord,Nord,13
2026-06-10,Wednesday,False,3,False,Invalides 2,Ouest,11
2026-06-10,Wednesday,False,3,False,La Villette 2,Nord,15
2026-06-10,Wednesday,False,3,False,Ménilmontant 2,Est,7
2026-06-10,Wednesday,False,3,False,Auteuil 2,Ouest,10
2026-06-10,Wednesday,False,3,False,Belleville 2,Est,7
2026-06-10,Wednesday,False,3,False,Place d'Italie 2,Sud,13
2026-06-10,Wednesday,False,3,False,Père Lachaise 2,Est,12
2026-06-10,Wednesday,False,3,False,Nation 2,Est,5
2026-06-10,Wednesday,False,3,False,Barbès 2,Nord,11
2026-06-10,Wednesday,False,3,False,République 2,Centre,6
2026-06-10,Wednesday,False,3,False,Châtelet 2,Centre,16
2026-06-10,Wednesday,False,3,False,Trocadéro 2,Ouest,10
2026-06-10,Wednesday,False,3,False,Opéra 2,Nord,11
2026-06-10,Wednesday,False,3,False,Gare de Lyon 2,Est,13
2026-06-10,Wednesday,False,3,False,Montmartre 2,Nord,8
2026-06-10,Wednesday,False,3,False,Denfert-Rochereau 2,Sud,6
2026-06-10,Wednesday,False,3,False,Boulogne 2,Ouest,7
2026-06-10,Wednesday,False,4,False,Invalides,Ouest,10
2026-06-10,Wednesday,False,4,False,La Villette,Nord,10
2026-06-10,Wednesday,False,4,False,Ménilmontant,Est,12
2026-06-10,Wednesday,False,4,False,Auteuil,Ouest,9
2026-06-10,Wednesday,False,4,False,Belleville,Est,15
2026-06-10,Wednesday,False,4,False,Place d'Italie,Sud,14
2026-06-10,Wednesday,False,4,False,Père Lachaise,Est,8
2026-06-10,Wednesday,False,4,False,Nation,Est,14
2026-06-10,Wednesday,False,4,False,Barbès,Nord,8
2026-06-10,Wednesday,False,4,False,République,Centre,15
2026-06-10,Wednesday,False,4,False,Châtelet,Centre,13
2026-06-10,Wednesday,False,4,False,Trocadéro,Ouest,10
2026-06-10,Wednesday,False,4,False,Opéra,Nord,14
2026-06-10,Wednesday,False,4,False,Gare de Lyon,Est,13
2026-06-10,Wednesday,False,4,False,Montmartre,Nord,15
2026-06-10,Wednesday,False,4,False,Denfert-Rochereau,Sud,16
2026-06-10,Wednesday,False,4,False,Boulogne,Ouest,7
2026-06-10,Wednesday,False,4,False,Louvre,Centre,12
2026-06-10,Wednesday,False,4,False,Bastille,Centre,11
2026-06-10,Wednesday,False,4,False,La Défense,Ouest,9
2026-06-10,Wednesday,False,4,False,Hôtel de Ville,Centre,8
2026-06-10,Wednesday,False,4,False,Montparnasse,Sud,12
2026-06-10,Wednesday,False,4,False,Gare du Nord,Nord,17
2026-06-10,Wednesday,False,4,False,Invalides 2,Ouest,11
2026-06-10,Wednesday,False,4,False,La Villette 2,Nord,13
2026-06-10,Wednesday,False,4,False,Ménilmontant 2,Est,10
2026-06-10,Wednesday,False,4,False,Auteuil 2,Ouest,9
2026-06-10,Wednesday,False,4,False,Belleville 2,Est,8
2026-06-10,Wednesday,False,4,False,Place d'Italie 2,Sud,7
2026-06-10,Wednesday,False,4,False,Père Lachaise 2,Est,10
2026-06-10,Wednesday,False,4,False,Nation 2,Est,11
2026-06-10,Wednesday,False,4,False,Barbès 2,Nord,9
2026-06-10,Wednesday,False,4,False,République 2,Centre,16
2026-06-10,Wednesday,False,4,False,Châtelet 2,Centre,10
2026-06-10,Wednesday,False,4,False,Trocadéro 2,Ouest,9
2026-06-10,Wednesday,False,4,False,Opéra 2,Nord,16
2026-06-10,Wednesday,False,4,False,Gare de Lyon 2,Est,8
2026-06-10,Wednesday,False,4,False,Montmartre 2,Nord,18
2026-06-10,Wednesday,False,4,False,Denfert-Rochereau 2,Sud,11
2026-06-10,Wednesday,False,4,False,Boulogne 2,Ouest,17
2026-06-10,Wednesday,False,5,False,Invalides,Ouest,17
2026-06-10,Wednesday,False,5,False,La Villette,Nord,14
2026-06-10,Wednesday,False,5,False,Ménilmontant,Est,15
2026-06-10,Wednesday,False,5,False,Auteuil,Ouest,23
2026-06-10,Wednesday,False,5,False,Belleville,Est,15
2026-06-10,Wednesday,False,5,False,Place d'Italie,Sud,18
2026-06-10,Wednesday,False,5,False,Père Lachaise,Est,13
2026-06-10,Wednesday,False,5,False,Nation,Est,22
2026-06-10,Wednesday,False,5,False,Barbès,Nord,20
2026-06-10,Wednesday,False,5,False,République,Centre,24
2026-06-10,Wednesday,False,5,False,Châtelet,Centre,19
2026-06-10,Wednesday,False,5,False,Trocadéro,Ouest,22
2026-06-10,Wednesday,False,5,False,Opéra,Nord,17
2026-06-10,Wednesday,False,5,False,Gare de Lyon,Est,11
2026-06-10,Wednesday,False,5,False,Montmartre,Nord,24
2026-06-10,Wednesday,False,5,False,Denfert-Rochereau,Sud,11
2026-06-10,Wednesday,False,5,False,Boulogne,Ouest,20
2026-06-10,Wednesday,False,5,False,Louvre,Centre,13
2026-06-10,Wednesday,False,5,False,Bastille,Centre,21
2026-06-10,Wednesday,False,5,False,La Défense,Ouest,23
2026-06-10,Wednesday,False,5,False,Hôtel de Ville,Centre,10
2026-06-10,Wednesday,False,5,False,Montparnasse,Sud,27
2026-06-10,Wednesday,False,5,False,Gare du Nord,Nord,21
2026-06-10,Wednesday,False,5,False,Invalides 2,Ouest,23
2026-06-10,Wednesday,False,5,False,La Villette 2,Nord,13
2026-06-10,Wednesday,False,5,False,Ménilmontant 2,Est,25
2026-06-10,Wednesday,False,5,False,Auteuil 2,Ouest,15
2026-06-10,Wednesday,False,5,False,Belleville 2,Est,12
2026-06-10,Wednesday,False,5,False,Place d'Italie 2,Sud,20
2026-06-10,Wednesday,False,5,False,Père Lachaise 2,Est,19
2026-06-10,Wednesday,False,5,False,Nation 2,Est,18
2026-06-10,Wednesday,False,5,False,Barbès 2,Nord,12
2026-06-10,Wednesday,False,5,False,République 2,Centre,21
2026-06-10,Wednesday,False,5,False,Châtelet 2,Centre,19
2026-06-10,Wednesday,False,5,False,Trocadéro 2,Ouest,18
2026-06-10,Wednesday,False,5,False,Opéra 2,Nord,15
2026-06-10,Wednesday,False,5,False,Gare de Lyon 2,Est,12
2026-06-10,Wednesday,False,5,False,Montmartre 2,Nord,15
2026-06-10,Wednesday,False,5,False,Denfert-Rochereau 2,Sud,17
2026-06-10,Wednesday,False,5,False,Boulogne 2,Ouest,20
2026-06-10,Wednesday,False,6,False,Invalides,Ouest,17
2026-06-10,Wednesday,False,6,False,La Villette,Nord,31
2026-06-10,Wednesday,False,6,False,Ménilmontant,Est,42
2026-06-10,Wednesday,False,6,False,Auteuil,Ouest,20
2026-06-10,Wednesday,False,6,False,Belleville,Est,30
2026-06-10,Wednesday,False,6,False,Place d'Italie,Sud,39
2026-06-10,Wednesday,False,6,False,Père Lachaise,Est,38
2026-06-10,Wednesday,False,6,False,Nation,Est,21
2026-06-10,Wednesday,False,6,False,Barbès,Nord,21
2026-06-10,Wednesday,False,6,False,République,Centre,41
2026-06-10,Wednesday,False,6,False,Châtelet,Centre,34
2026-06-10,Wednesday,False,6,False,Trocadéro,Ouest,35
2026-06-10,Wednesday,False,6,False,Opéra,Nord,38
2026-06-10,Wednesday,False,6,False,Gare de Lyon,Est,21
2026-06-10,Wednesday,False,6,False,Montmartre,Nord,39
2026-06-10,Wednesday,False,6,False,Denfert-Rochereau,Sud,35
2026-06-10,Wednesday,False,6,False,Boulogne,Ouest,26
2026-06-10,Wednesday,False,6,False,Louvre,Centre,30
2026-06-10,Wednesday,False,6,False,Bastille,Centre,23
2026-06-10,Wednesday,False,6,False,La Défense,Ouest,24
2026-06-10,Wednesday,False,6,False,Hôtel de Ville,Centre,47
2026-06-10,Wednesday,False,6,False,Montparnasse,Sud,36
2026-06-10,Wednesday,False,6,False,Gare du Nord,Nord,38
2026-06-10,Wednesday,False,6,False,Invalides 2,Ouest,23
2026-06-10,Wednesday,False,6,False,La Villette 2,Nord,22
2026-06-10,Wednesday,False,6,False,Ménilmontant 2,Est,34
2026-06-10,Wednesday,False,6,False,Auteuil 2,Ouest,24
2026-06-10,Wednesday,False,6,False,Belleville 2,Est,26
2026-06-10,Wednesday,False,6,False,Place d'Italie 2,Sud,22
2026-06-10,Wednesday,False,6,False,Père Lachaise 2,Est,36
2026-06-10,Wednesday,False,6,False,Nation 2,Est,25
2026-06-10,Wednesday,False,6,False,Barbès 2,Nord,21
2026-06-10,Wednesday,False,6,False,République 2,Centre,23
2026-06-10,Wednesday,False,6,False,Châtelet 2,Centre,22
2026-06-10,Wednesday,False,6,False,Trocadéro 2,Ouest,36
2026-06-10,Wednesday,False,6,False,Opéra 2,Nord,29
2026-06-10,Wednesday,False,6,False,Gare de Lyon 2,Est,37
2026-06-10,Wednesday,False,6,False,Montmartre 2,Nord,20
2026-06-10,Wednesday,False,6,False,Denfert-Rochereau 2,Sud,24
2026-06-10,Wednesday,False,6,False,Boulogne 2,Ouest,21
2026-06-10,Wednesday,False,7,False,Invalides,Ouest,42
2026-06-10,Wednesday,False,7,False,La Villette,Nord,59
2026-06-10,Wednesday,False,7,False,Ménilmontant,Est,47
2026-06-10,Wednesday,False,7,False,Auteuil,Ouest,38
2026-06-10,Wednesday,False,7,False,Belleville,Est,67
2026-06-10,Wednesday,False,7,False,Place d'Italie,Sud,48
2026-06-10,Wednesday,False,7,False,Père Lachaise,Est,38
2026-06-10,Wednesday,False,7,False,Nation,Est,66
2026-06-10,Wednesday,False,7,False,Barbès,Nord,42
2026-06-10,Wednesday,False,7,False,République,Centre,42
2026-06-10,Wednesday,False,7,False,Châtelet,Centre,43
2026-06-10,Wednesday,False,7,False,Trocadéro,Ouest,71
2026-06-10,Wednesday,False,7,False,Opéra,Nord,60
2026-06-10,Wednesday,False,7,False,Gare de Lyon,Est,50
2026-06-10,Wednesday,False,7,False,Montmartre,Nord,52
2026-06-10,Wednesday,False,7,False,Denfert-Rochereau,Sud,55
2026-06-10,Wednesday,False,7,False,Boulogne,Ouest,32
2026-06-10,Wednesday,False,7,False,Louvre,Centre,42
2026-06-10,Wednesday,False,7,False,Bastille,Centre,66
2026-06-10,Wednesday,False,7,False,La Défense,Ouest,70
2026-06-10,Wednesday,False,7,False,Hôtel de Ville,Centre,64
2026-06-10,Wednesday,False,7,False,Montparnasse,Sud,65
2026-06-10,Wednesday,False,7,False,Gare du Nord,Nord,39
2026-06-10,Wednesday,False,7,False,Invalides 2,Ouest,55
2026-06-10,Wednesday,False,7,False,La Villette 2,Nord,53
2026-06-10,Wednesday,False,7,False,Ménilmontant 2,Est,55
2026-06-10,Wednesday,False,7,False,Auteuil 2,Ouest,65
2026-06-10,Wednesday,False,7,False,Belleville 2,Est,43
2026-06-10,Wednesday,False,7,False,Place d'Italie 2,Sud,23
2026-06-10,Wednesday,False,7,False,Père Lachaise 2,Est,53
2026-06-10,Wednesday,False,7,False,Nation 2,Est,44
2026-06-10,Wednesday,False,7,False,Barbès 2,Nord,49
2026-06-10,Wednesday,False,7,False,République 2,Centre,49
2026-06-10,Wednesday,False,7,False,Châtelet 2,Centre,44
2026-06-10,Wednesday,False,7,False,Trocadéro 2,Ouest,51
2026-06-10,Wednesday,False,7,False,Opéra 2,Nord,78
2026-06-10,Wednesday,False,7,False,Gare de Lyon 2,Est,36
2026-06-10,Wednesday,False,7,False,Montmartre 2,Nord,37
2026-06-10,Wednesday,False,7,False,Denfert-Rochereau 2,Sud,26
2026-06-10,Wednesday,False,7,False,Boulogne 2,Ouest,50
2026-06-10,Wednesday,False,8,False,Invalides,Ouest,75
2026-06-10,Wednesday,False,8,False,La Villette,Nord,50
2026-06-10,Wednesday,False,8,False,Ménilmontant,Est,29
2026-06-10,Wednesday,False,8,False,Auteuil,Ouest,75
2026-06-10,Wednesday,False,8,False,Belleville,Est,37
2026-06-10,Wednesday,False,8,False,Place d'Italie,Sud,39
2026-06-10,Wednesday,False,8,False,Père Lachaise,Est,33
2026-06-10,Wednesday,False,8,False,Nation,Est,77
2026-06-10,Wednesday,False,8,False,Barbès,Nord,60
2026-06-10,Wednesday,False,8,False,République,Centre,58
2026-06-10,Wednesday,False,8,False,Châtelet,Centre,40
2026-06-10,Wednesday,False,8,False,Trocadéro,Ouest,57
2026-06-10,Wednesday,False,8,False,Opéra,Nord,26
2026-06-10,Wednesday,False,8,False,Gare de Lyon,Est,30
2026-06-10,Wednesday,False,8,False,Montmartre,Nord,31
2026-06-10,Wednesday,False,8,False,Denfert-Rochereau,Sud,82
2026-06-10,Wednesday,False,8,False,Boulogne,Ouest,45
2026-06-10,Wednesday,False,8,False,Louvre,Centre,60
2026-06-10,Wednesday,False,8,False,Bastille,Centre,50
2026-06-10,Wednesday,False,8,False,La Défense,Ouest,48
2026-06-10,Wednesday,False,8,False,Hôtel de Ville,Centre,41
2026-06-10,Wednesday,False,8,False,Montparnasse,Sud,40
2026-06-10,Wednesday,False,8,False,Gare du Nord,Nord,59
2026-06-10,Wednesday,False,8,False,Invalides 2,Ouest,78
2026-06-10,Wednesday,False,8,False,La Villette 2,Nord,49
2026-06-10,Wednesday,False,8,False,Ménilmontant 2,Est,49
2026-06-10,Wednesday,False,8,False,Auteuil 2,Ouest,66
2026-06-10,Wednesday,False,8,False,Belleville 2,Est,51
2026-06-10,Wednesday,False,8,False,Place d'Italie 2,Sud,51
2026-06-10,Wednesday,False,8,False,Père Lachaise 2,Est,64
2026-06-10,Wednesday,False,8,False,Nation 2,Est,52
2026-06-10,Wednesday,False,8,False,Barbès 2,Nord,60
2026-06-10,Wednesday,False,8,False,République 2,Centre,46
2026-06-10,Wednesday,False,8,False,Châtelet 2,Centre,38
2026-06-10,Wednesday,False,8,False,Trocadéro 2,Ouest,33
2026-06-10,Wednesday,False,8,False,Opéra 2,Nord,40
2026-06-10,Wednesday,False,8,False,Gare de Lyon 2,Est,42
2026-06-10,Wednesday,False,8,False,Montmartre 2,Nord,55
2026-06-10,Wednesday,False,8,False,Denfert-Rochereau 2,Sud,41
2026-06-10,Wednesday,False,8,False,Boulogne 2,Ouest,34
2026-06-10,Wednesday,False,9,False,Invalides,Ouest,63
2026-06-10,Wednesday,False,9,False,La Villette,Nord,67
2026-06-10,Wednesday,False,9,False,Ménilmontant,Est,38
2026-06-10,Wednesday,False,9,False,Auteuil,Ouest,30
2026-06-10,Wednesday,False,9,False,Belleville,Est,36
2026-06-10,Wednesday,False,9,False,Place d'Italie,Sud,71
2026-06-10,Wednesday,False,9,False,Père Lachaise,Est,60
2026-06-10,Wednesday,False,9,False,Nation,Est,34
2026-06-10,Wednesday,False,9,False,Barbès,Nord,68
2026-06-10,Wednesday,False,9,False,République,Centre,54
2026-06-10,Wednesday,False,9,False,Châtelet,Centre,35
2026-06-10,Wednesday,False,9,False,Trocadéro,Ouest,52
2026-06-10,Wednesday,False,9,False,Opéra,Nord,48
2026-06-10,Wednesday,False,9,False,Gare de Lyon,Est,34
2026-06-10,Wednesday,False,9,False,Montmartre,Nord,40
2026-06-10,Wednesday,False,9,False,Denfert-Rochereau,Sud,42
2026-06-10,Wednesday,False,9,False,Boulogne,Ouest,33
2026-06-10,Wednesday,False,9,False,Louvre,Centre,25
2026-06-10,Wednesday,False,9,False,Bastille,Centre,41
2026-06-10,Wednesday,False,9,False,La Défense,Ouest,56
2026-06-10,Wednesday,False,9,False,Hôtel de Ville,Centre,55
2026-06-10,Wednesday,False,9,False,Montparnasse,Sud,40
2026-06-10,Wednesday,False,9,False,Gare du Nord,Nord,44
2026-06-10,Wednesday,False,9,False,Invalides 2,Ouest,45
2026-06-10,Wednesday,False,9,False,La Villette 2,Nord,29
2026-06-10,Wednesday,False,9,False,Ménilmontant 2,Est,31
2026-06-10,Wednesday,False,9,False,Auteuil 2,Ouest,43
2026-06-10,Wednesday,False,9,False,Belleville 2,Est,42
2026-06-10,Wednesday,False,9,False,Place d'Italie 2,Sud,50
2026-06-10,Wednesday,False,9,False,Père Lachaise 2,Est,35
2026-06-10,Wednesday,False,9,False,Nation 2,Est,36
2026-06-10,Wednesday,False,9,False,Barbès 2,Nord,56
2026-06-10,Wednesday,False,9,False,République 2,Centre,63
2026-06-10,Wednesday,False,9,False,Châtelet 2,Centre,34
2026-06-10,Wednesday,False,9,False,Trocadéro 2,Ouest,39
2026-06-10,Wednesday,False,9,False,Opéra 2,Nord,44
2026-06-10,Wednesday,False,9,False,Gare de Lyon 2,Est,40
2026-06-10,Wednesday,False,9,False,Montmartre 2,Nord,22
2026-06-10,Wednesday,False,9,False,Denfert-Rochereau 2,Sud,26
2026-06-10,Wednesday,False,9,False,Boulogne 2,Ouest,43
2026-06-10,Wednesday,False,10,False,Invalides,Ouest,17
2026-06-10,Wednesday,False,10,False,La Villette,Nord,20
2026-06-10,Wednesday,False,10,False,Ménilmontant,Est,42
2026-06-10,Wednesday,False,10,False,Auteuil,Ouest,21
2026-06-10,Wednesday,False,10,False,Belleville,Est,37
2026-06-10,Wednesday,False,10,False,Place d'Italie,Sud,43
2026-06-10,Wednesday,False,10,False,Père Lachaise,Est,17
2026-06-10,Wednesday,False,10,False,Nation,Est,29
2026-06-10,Wednesday,False,10,False,Barbès,Nord,40
2026-06-10,Wednesday,False,10,False,République,Centre,21
2026-06-10,Wednesday,False,10,False,Châtelet,Centre,21
2026-06-10,Wednesday,False,10,False,Trocadéro,Ouest,30
2026-06-10,Wednesday,False,10,False,Opéra,Nord,35
2026-06-10,Wednesday,False,10,False,Gare de Lyon,Est,29
2026-06-10,Wednesday,False,10,False,Montmartre,Nord,20
2026-06-10,Wednesday,False,10,False,Denfert-Rochereau,Sud,42
2026-06-10,Wednesday,False,10,False,Boulogne,Ouest,43
2026-06-10,Wednesday,False,10,False,Louvre,Centre,27
2026-06-10,Wednesday,False,10,False,Bastille,Centre,22
2026-06-10,Wednesday,False,10,False,La Défense,Ouest,33
2026-06-10,Wednesday,False,10,False,Hôtel de Ville,Centre,23
